ticker,name,sector,industry,country,currency,exchange,marketCap,currentPrice,revenueGrowth,earningsGrowth,grossMargins,operatingMargins,returnOnEquity,totalCash,totalRevenue,totalDebt,interestIncome,interestIncomeRatio,purificationRequired,trailingPE,forwardPE,website,summary,score
GMED,"Globus Medical, Inc.",Healthcare,Medical Devices,United States,USD,NYQ,10403468288,76.64,0.27,0.667,0.68489,0.21316999,0.13303,629851008,3100664064,0.0,7141000.0,0.0023,True,17.906542,14.944552,https://www.globusmedical.com,"Globus Medical, Inc. develops and commercializes healthcare solutions for patients with musculoskeletal disorders in the United States and internationally. The company offers spine products comprising",64.0
