ticker,name,sector,industry,country,currency,exchange,marketCap,currentPrice,revenueGrowth,earningsGrowth,grossMargins,operatingMargins,returnOnEquity,totalCash,totalRevenue,totalDebt,interestIncome,trailingPE,forwardPE,website,summary,score
0IF.F,American Bitcoin Corp.,Financial Services,Capital Markets,United States,EUR,FRA,1708707584,0.9518,4.035,,0.53202,-1.9027699,-0.33146998,13268000,234944000,0.0,0.0,,,https://www.abtc.com,"American Bitcoin Corp., a Bitcoin accumulation platform company, focuses on building a Bitcoin infrastructure platform. The company is engaged in the operation of application-specific integrated circu",64.0
